timestamp,asset_id,spn190_engine_speed_rpm,spn110_coolant_temp_c,spn100_oil_pressure_kpa,spn175_oil_temp_c,is_anomaly,anomaly_type
2026-07-03T15:44:16+00:00,DEERE-7R-014,2104.6,94.5,342.2,101.6,0,
2026-07-03T15:44:17+00:00,DEERE-7R-014,2084.6,94.9,330.5,102.7,0,
2026-07-03T15:44:18+00:00,DEERE-7R-014,2111.7,94.3,342.6,99.7,0,
2026-07-03T15:44:19+00:00,DEERE-7R-014,2114.8,94.2,353.3,102.0,0,
2026-07-03T15:44:20+00:00,DEERE-7R-014,2071.6,94.6,315.9,100.9,0,
2026-07-03T15:44:21+00:00,DEERE-7R-014,2081.6,93.0,330.4,101.5,0,
2026-07-03T15:44:22+00:00,DEERE-7R-014,2103.3,94.9,333.4,99.5,0,
2026-07-03T15:44:23+00:00,DEERE-7R-014,2096.8,94.6,337.3,102.0,0,
2026-07-03T15:44:24+00:00,DEERE-7R-014,2101.5,94.6,334.9,101.5,0,
2026-07-03T15:44:25+00:00,DEERE-7R-014,2089.2,95.3,333.3,100.8,0,
2026-07-03T15:44:26+00:00,DEERE-7R-014,2115.4,93.0,358.5,101.3,0,
2026-07-03T15:44:27+00:00,DEERE-7R-014,2114.1,93.0,360.4,100.2,0,
2026-07-03T15:44:28+00:00,DEERE-7R-014,2103.7,94.8,340.1,100.4,0,
2026-07-03T15:44:29+00:00,DEERE-7R-014,2119.8,94.6,363.4,100.5,0,
2026-07-03T15:44:30+00:00,DEERE-7R-014,2110.1,94.7,357.3,99.4,0,
2026-07-03T15:44:31+00:00,DEERE-7R-014,2090.4,94.2,321.5,101.5,0,
2026-07-03T15:44:32+00:00,DEERE-7R-014,2109.1,95.1,351.8,101.8,0,
2026-07-03T15:44:33+00:00,DEERE-7R-014,2089.4,95.4,336.2,100.3,0,
2026-07-03T15:44:34+00:00,DEERE-7R-014,2117.2,95.0,353.9,101.1,0,
2026-07-03T15:44:35+00:00,DEERE-7R-014,2103.5,94.4,335.9,100.6,0,
2026-07-03T15:44:36+00:00,DEERE-7R-014,2101.7,92.9,347.2,101.1,0,
2026-07-03T15:44:37+00:00,DEERE-7R-014,2094.4,95.2,327.8,100.4,0,
2026-07-03T15:44:38+00:00,DEERE-7R-014,2123.2,95.6,359.8,100.2,0,
2026-07-03T15:44:39+00:00,DEERE-7R-014,2102.8,95.2,342.3,101.7,0,
2026-07-03T15:44:40+00:00,DEERE-7R-014,2098.9,93.9,343.3,100.8,0,
2026-07-03T15:44:41+00:00,DEERE-7R-014,2100.3,95.2,336.5,102.5,0,
2026-07-03T15:44:42+00:00,DEERE-7R-014,2113.7,95.3,348.3,100.9,0,
2026-07-03T15:44:43+00:00,DEERE-7R-014,2111.5,95.9,350.9,100.1,0,
2026-07-03T15:44:44+00:00,DEERE-7R-014,2112.4,94.0,357.2,101.9,0,
2026-07-03T15:44:45+00:00,DEERE-7R-014,2112.9,94.5,365.3,101.4,0,
2026-07-03T15:44:46+00:00,DEERE-7R-014,2138.8,95.3,365.8,101.5,0,
2026-07-03T15:44:47+00:00,DEERE-7R-014,2100.8,94.7,342.6,101.8,0,
2026-07-03T15:44:48+00:00,DEERE-7R-014,2099.4,93.8,332.9,100.4,0,
2026-07-03T15:44:49+00:00,DEERE-7R-014,2095.1,95.0,341.7,100.8,0,
2026-07-03T15:44:50+00:00,DEERE-7R-014,2116.8,95.2,349.4,100.8,0,
2026-07-03T15:44:51+00:00,DEERE-7R-014,2124.7,94.8,358.1,99.9,0,
2026-07-03T15:44:52+00:00,DEERE-7R-014,2106.2,94.9,342.1,100.7,0,
2026-07-03T15:44:53+00:00,DEERE-7R-014,2095.6,94.5,335.5,102.0,0,
2026-07-03T15:44:54+00:00,DEERE-7R-014,2096.0,95.9,338.4,101.1,0,
2026-07-03T15:44:55+00:00,DEERE-7R-014,2118.4,94.0,359.4,99.8,0,
2026-07-03T15:44:56+00:00,DEERE-7R-014,2120.0,94.2,357.9,99.7,0,
2026-07-03T15:44:57+00:00,DEERE-7R-014,2117.2,94.7,347.5,102.2,0,
2026-07-03T15:44:58+00:00,DEERE-7R-014,2099.3,95.4,343.7,100.8,0,
2026-07-03T15:44:59+00:00,DEERE-7R-014,2112.9,93.5,351.3,100.4,0,
2026-07-03T15:45:00+00:00,DEERE-7R-014,2111.4,93.7,357.3,100.7,0,
2026-07-03T15:45:01+00:00,DEERE-7R-014,2113.2,93.1,347.6,99.7,0,
2026-07-03T15:45:02+00:00,DEERE-7R-014,2123.2,94.8,351.3,102.1,0,
2026-07-03T15:45:03+00:00,DEERE-7R-014,2113.7,93.9,352.1,100.6,0,
2026-07-03T15:45:04+00:00,DEERE-7R-014,2120.7,94.4,366.4,102.0,0,
