timestamp,asset_id,spn190_engine_speed_rpm,spn110_coolant_temp_c,spn100_oil_pressure_kpa,spn175_oil_temp_c,is_anomaly,anomaly_type
2026-07-05T19:13:31+00:00,DEERE-7R-014,2127.4,94.3,366.6,98.6,0,
2026-07-05T19:13:32+00:00,DEERE-7R-014,2054.0,94.7,280.8,102.7,0,
2026-07-05T19:13:33+00:00,DEERE-7R-014,2114.8,95.5,350.9,100.0,0,
2026-07-05T19:13:34+00:00,DEERE-7R-014,2101.7,93.9,349.8,99.9,0,
2026-07-05T19:13:35+00:00,DEERE-7R-014,2120.7,93.2,370.0,100.2,0,
2026-07-05T19:13:36+00:00,DEERE-7R-014,2106.9,93.7,350.5,100.4,0,
2026-07-05T19:13:37+00:00,DEERE-7R-014,2128.7,94.5,371.9,101.9,0,
2026-07-05T19:13:38+00:00,DEERE-7R-014,2102.0,93.8,339.3,99.0,0,
2026-07-05T19:13:39+00:00,DEERE-7R-014,2094.0,94.5,330.6,101.3,0,
2026-07-05T19:13:40+00:00,DEERE-7R-014,2110.7,95.7,346.7,101.9,0,
2026-07-05T19:13:41+00:00,DEERE-7R-014,2108.7,94.3,354.2,101.8,0,
2026-07-05T19:13:42+00:00,DEERE-7R-014,2097.1,95.7,338.4,101.4,0,
2026-07-05T19:13:43+00:00,DEERE-7R-014,2099.0,95.3,332.8,101.6,0,
2026-07-05T19:13:44+00:00,DEERE-7R-014,2113.7,93.8,360.0,100.5,0,
2026-07-05T19:13:45+00:00,DEERE-7R-014,2113.7,95.4,348.7,100.3,0,
2026-07-05T19:13:46+00:00,DEERE-7R-014,2095.9,95.3,330.7,100.3,0,
2026-07-05T19:13:47+00:00,DEERE-7R-014,2098.0,95.4,337.6,99.4,0,
2026-07-05T19:13:48+00:00,DEERE-7R-014,2076.7,94.8,322.7,101.6,0,
2026-07-05T19:13:49+00:00,DEERE-7R-014,2129.2,94.9,364.6,100.8,0,
2026-07-05T19:13:50+00:00,DEERE-7R-014,2100.9,94.2,345.5,101.2,0,
2026-07-05T19:13:51+00:00,DEERE-7R-014,2124.5,94.0,362.1,102.1,0,
2026-07-05T19:13:52+00:00,DEERE-7R-014,2110.9,94.6,357.1,102.0,0,
2026-07-05T19:13:53+00:00,DEERE-7R-014,2134.0,95.2,370.3,101.3,0,
2026-07-05T19:13:54+00:00,DEERE-7R-014,2128.2,94.2,370.4,100.2,0,
2026-07-05T19:13:55+00:00,DEERE-7R-014,2110.1,96.0,346.9,99.5,0,
2026-07-05T19:13:56+00:00,DEERE-7R-014,2127.7,94.4,368.5,101.6,0,
2026-07-05T19:13:57+00:00,DEERE-7R-014,2091.5,95.0,333.2,99.5,0,
2026-07-05T19:13:58+00:00,DEERE-7R-014,2124.9,93.7,356.5,100.7,0,
2026-07-05T19:13:59+00:00,DEERE-7R-014,2084.0,96.0,334.3,100.8,0,
2026-07-05T19:14:00+00:00,DEERE-7R-014,2111.6,95.3,348.9,100.3,0,
2026-07-05T19:14:01+00:00,DEERE-7R-014,2122.6,95.8,363.0,101.0,0,
2026-07-05T19:14:02+00:00,DEERE-7R-014,2110.2,93.8,346.8,101.6,0,
2026-07-05T19:14:03+00:00,DEERE-7R-014,2101.6,95.9,342.2,102.1,0,
2026-07-05T19:14:04+00:00,DEERE-7R-014,2095.2,95.1,335.9,100.5,0,
2026-07-05T19:14:05+00:00,DEERE-7R-014,2102.4,94.3,339.3,99.8,0,
2026-07-05T19:14:06+00:00,DEERE-7R-014,2123.5,94.5,362.4,100.7,0,
2026-07-05T19:14:07+00:00,DEERE-7R-014,2121.3,93.6,359.7,100.0,0,
2026-07-05T19:14:08+00:00,DEERE-7R-014,2104.2,94.7,348.0,100.1,0,
2026-07-05T19:14:09+00:00,DEERE-7R-014,2089.7,95.5,330.1,101.1,0,
2026-07-05T19:14:10+00:00,DEERE-7R-014,2118.7,94.1,362.3,101.8,0,
2026-07-05T19:14:11+00:00,DEERE-7R-014,2087.1,95.1,327.1,101.0,0,
2026-07-05T19:14:12+00:00,DEERE-7R-014,2101.1,93.9,339.5,101.1,0,
2026-07-05T19:14:13+00:00,DEERE-7R-014,2098.2,92.7,337.6,101.8,0,
2026-07-05T19:14:14+00:00,DEERE-7R-014,2120.6,94.7,357.0,101.4,0,
2026-07-05T19:14:15+00:00,DEERE-7R-014,2113.2,96.0,352.2,100.0,0,
2026-07-05T19:14:16+00:00,DEERE-7R-014,2116.8,95.8,358.4,100.4,0,
2026-07-05T19:14:17+00:00,DEERE-7R-014,2114.2,94.3,354.9,100.6,0,
2026-07-05T19:14:18+00:00,DEERE-7R-014,2100.2,95.8,335.6,102.1,0,
2026-07-05T19:14:19+00:00,DEERE-7R-014,2118.6,95.7,348.0,99.8,0,
2026-07-05T19:14:20+00:00,DEERE-7R-014,2131.9,95.1,359.2,100.8,0,
2026-07-05T19:14:21+00:00,DEERE-7R-014,2110.4,94.5,360.4,98.7,0,
2026-07-05T19:14:22+00:00,DEERE-7R-014,2120.7,95.6,351.6,100.5,0,
2026-07-05T19:14:23+00:00,DEERE-7R-014,2109.5,94.8,347.8,100.2,0,
2026-07-05T19:14:24+00:00,DEERE-7R-014,2127.0,94.5,375.6,100.1,0,
2026-07-05T19:14:25+00:00,DEERE-7R-014,2121.8,95.7,363.3,101.4,0,
2026-07-05T19:14:26+00:00,DEERE-7R-014,2125.2,94.3,364.4,100.2,0,
2026-07-05T19:14:27+00:00,DEERE-7R-014,2117.5,95.4,352.8,102.0,0,
2026-07-05T19:14:28+00:00,DEERE-7R-014,2137.1,96.0,370.4,101.0,0,
2026-07-05T19:14:29+00:00,DEERE-7R-014,2107.2,94.3,348.0,100.7,0,
2026-07-05T19:14:30+00:00,DEERE-7R-014,2107.9,95.0,351.7,100.0,0,
2026-07-05T19:14:31+00:00,DEERE-7R-014,2104.2,95.3,349.2,102.3,0,
2026-07-05T19:14:32+00:00,DEERE-7R-014,2122.5,93.4,364.4,101.0,1,overspeed
2026-07-05T19:14:33+00:00,DEERE-7R-014,2119.0,94.4,340.7,102.4,1,overspeed
2026-07-05T19:14:34+00:00,DEERE-7R-014,2133.8,94.4,346.1,102.9,1,overspeed
2026-07-05T19:14:35+00:00,DEERE-7R-014,2169.4,94.4,369.3,101.0,1,overspeed
2026-07-05T19:14:36+00:00,DEERE-7R-014,2191.0,94.1,380.4,101.6,1,overspeed
2026-07-05T19:14:37+00:00,DEERE-7R-014,2197.3,95.9,382.8,102.1,1,overspeed
2026-07-05T19:14:38+00:00,DEERE-7R-014,2163.5,94.1,331.9,101.0,1,overspeed
2026-07-05T19:14:39+00:00,DEERE-7R-014,2204.5,94.8,355.3,99.7,1,overspeed
2026-07-05T19:14:40+00:00,DEERE-7R-014,2217.8,95.3,361.0,101.8,1,overspeed
2026-07-05T19:14:41+00:00,DEERE-7R-014,2230.8,96.1,361.1,100.5,1,overspeed
2026-07-05T19:14:42+00:00,DEERE-7R-014,2257.9,93.6,378.4,100.0,1,overspeed
2026-07-05T19:14:43+00:00,DEERE-7R-014,2306.4,93.8,405.5,100.5,1,overspeed
